iter	RMSE
841	0.08004497824
842	0.08002780847
843	0.07998973292
844	0.07997979623
845	0.07996110921
846	0.07993911535
847	0.07991262417
848	0.07990377787
849	0.07989388983
850	0.07987365849
851	0.07984854348
852	0.07984114997
853	0.07982370447
854	0.07980114796
855	0.07979386633
856	0.07978474361
857	0.07976606328
858	0.0797573842
859	0.07964158039
860	0.0796180082
861	0.07959452756
862	0.0795618036
863	0.07954065229
864	0.07952398058
865	0.07951689596
866	0.07950519402
867	0.07949117689
868	0.07948062644
869	0.07947043783
870	0.07945661201
871	0.07944989257
872	0.07943889424
873	0.07943113842
874	0.07942462498
875	0.07941029644
876	0.07938799868
877	0.07938165474
878	0.07932881604
879	0.07931578251
880	0.07927975074
881	0.07924817491
882	0.07921607251
883	0.07919928021
884	0.07917120201
885	0.07916488144
886	0.07914862583
887	0.07914123479
888	0.07911638706
889	0.07904979552
890	0.07904480365
891	0.07901928995
892	0.07901462131
893	0.07900597574
894	0.07897605182
895	0.07896853434
896	0.07896128053
897	0.07894902371
898	0.0789401343
899	0.07891792139
900	0.0789053567
901	0.07889984986
902	0.07883589959
903	0.07882872375
904	0.07881686498
905	0.07880498743
906	0.07875152663
907	0.0787467197
908	0.07874101974
909	0.07873600178
910	0.07872749801
911	0.07868338325
912	0.07867297038
913	0.07864475428
914	0.07863959034
915	0.07862938067
916	0.07862246801
917	0.07861289543
918	0.07860626294
919	0.07860164116
920	0.07859326042
921	0.07858875726
922	0.07858072373
923	0.07857170342
924	0.07855082342
925	0.07854395851
926	0.07853194572
927	0.07852217159
928	0.07848206323
929	0.07846454623
930	0.0784149438
931	0.07840145266
932	0.07839488353
933	0.07838330781
934	0.07837880795
935	0.07836245642
936	0.07835447737
937	0.07831327948
938	0.07830747364
939	0.0782848234
940	0.07827498021
941	0.07825496782
942	0.07817012202
943	0.07813834145
944	0.07812273004
945	0.07810947442
946	0.07809813136
947	0.07804303261
948	0.07802845959
949	0.07801778216
950	0.0780099351
951	0.07800434928
952	0.07799271714
953	0.07798268217
954	0.07797191628
955	0.07792221259
956	0.07788355676
957	0.07785559422
958	0.07782387472
959	0.07780889592
960	0.07779124209
961	0.07776331116
962	0.07773791596
963	0.07772877305
964	0.07771686381
965	0.07768868953
966	0.07767253758
967	0.0776640767
968	0.07765460089
969	0.07763079828
970	0.07761774825
971	0.07759471105
972	0.0775836541
973	0.07755924839
974	0.07754088106
975	0.07752565172
976	0.07748897167
977	0.07748314697
978	0.07747799711
979	0.07746571972
980	0.07745879383
981	0.07744021689
982	0.07742415393
983	0.07741283137
984	0.07736781062
985	0.07735830998
986	0.07733761202
987	0.07733318269
988	0.07732147
989	0.07731256932
990	0.07728789606
991	0.07725890351
992	0.07724401853
993	0.07722028357
994	0.07718229935
995	0.07717210451
996	0.07714964511
997	0.07714206649
998	0.07710909975
999	0.07709664853
